Link,EN_title,PENGLISH_title,PERSIAN_title,Content_1,Content_2,Score,Year,Genre,Time
https://www.imvbox.com/watch-persian-movie-iranian-movies/ziba-and-i-man-va-ziba,Ziba and I,Man va Ziba,من و زیبا,"در شبی سرد و بارانی، پیش از آنكه موسی به خانه برسد، همسرش راحله بر اثر درد زایمان جان می سپارد. موسی در تمام عمر فكر می كند كه باعث مرگ راحله شده است. او تمام وجود و عشق خود را پای جعفر، تنها یادگار راحله می ریزد.","Although Mousa is an outcast in his village, he holds the important community position of caring for a sacred horse that is at the centre of an annual ritual. When Mousa starts suffering from a recurring dream in which he dies every night, his son consults the village imam and council of elders to help save him from his torment. Although they refuse, Mousa begins to find comfort in a young village girl named Ziba. As the time of the ceremony approaches, the two strike up a touching relationship that will change them both and lead towards a climax which affects the whole village.In a cold rainy night, after Moses reaches home, his wife Raheleh dies during giving birth to her child. Moses blames himself and seeks compensation.",5,2012,Drama,83
https://www.imvbox.com/watch-persian-movie-iranian-movies/in-the-cold-silence-of-the-winter-dar-sokoote-sarde-zemestan,In the Cold Silence of the Winter,Dar Sokoote Sarde Zemestan,در سکوت سرد زمستان,,,6,2012,Human Interest & Society,31
https://www.imvbox.com/watch-persian-movie-iranian-movies/burnt-city,Burnt City,Shahre Sukhteh,شهر سوخته,,"Soudabeh Moradian's short documentary is an experimental collage of different footage interspersed with fascinating facts about a Bronze Age ruins called Burnt City. Wonderful shots of the archaeological site, located in the southeastern part of Iran, capture the raw beauty of the ruins. However, cutting back and forth between images of this once significant urban settlement and footage of modern day Los Angeles, the film is much more than a simple image of Burnt City. Through image and sound editing, it creates an internal poetic journey into city atmospheres of past and present.",7,2012,Experimental,7
https://www.imvbox.com/watch-persian-movie-iranian-movies/and-suddendly-you-went-missing-nagahan-to-gom-shodi,And Suddenly You Went Missing,Nagahan To Gom Shodi,ناگهان تو گم شدی,,"Hozeh Honari's poetic documentary takes us back to 1980, to the town of Khoramshahr. Based on Martyr Behrooz Moradi's notes and report, 'And Suddenly You Went Missing' leads us through the events of the 35-days of resistance of the city, against the attacks from Iraq. Photos come to life in front of your eyes as the narrator shares his personal experiences, all accompanied by original footage and photos of a time when life took on a new meaning. Based on a true story.",9.3,2012,Experimental,26
https://www.imvbox.com/watch-persian-movie-iranian-movies/roots-in-self-risheh-dar-khish,Roots in Self,Risheh Dar Khish,ریشه در خویش,,"This remarkable documentary focuses on the lives of Iran's Afghan population, and its trials and tribulations. Mostly made up of refugees fleeing the 1978 Saur Revolution, the community faces problems obtaining citizenship, and as a result, sustainable education and work. We take a look at several Afghans’ fight to survive, as well as listen to their conflicted views on life in Iran. Despite the daily struggle to get by, we learn that many flock to one outlet to escape – poetry. Honest and touching, this is an eye-opening look at Iran from an alternative perspective.",4,2012,Human Interest & Society,36
https://www.imvbox.com/watch-persian-movie-iranian-movies/face-of-the-inside-chehreye-daroon,Face of the Inside,Chehreye Daroon,چهره درون,,"In this documentary portrait, the pioneering modernist Iranian painter Mansooreh Hosseini (1926-2012) reminisces on her life and work. Hosseini gives a tour of her artworks and paintings, which innovatively combined calligraphy with figurative and abstract art, while looking back on her formative years and the turbulent history she lived through.",6.9,2012,Arts & Literature,25
https://www.imvbox.com/watch-persian-movie-iranian-movies/oblation-painting-naghshe-nazr,Oblation Painting,Naghshe Nazr,نقش نذر,,"Farshid Azari's documentary tells the story behind a group of stunning murals located in a snow-covered hilltop village in Iran's Gilan province. Made at times of immense upheaval in Iran, and deeply connected to the traumatic history of the Gilan province’s people, the murals portray scenes of past battles and invasions. Yet they also provide a spiritual outlet for the people of the area; bringing this to light, 'Oblation Painting' explores the whole depth of history and culture attached to these unique artefacts of Iranian heritage.",6,2012,Arts & Literature,40
https://www.imvbox.com/watch-persian-movie-iranian-movies/hadj-of-genuines-hajje-pakan,Hadj of the Pure,Hajje Pakan,حج پاکان,"داستان پسربچه ای را روایت می کند که قصد دارد آرزوی مادربزرگ پیرش را که زیارت امام رضا (ع) است، برآورده کند امااستان پسربچه ای را روایت می کند که قصد دارد آرزوی مادربزرگ پیرش را که زیارت امام رضا (ع) است، برآورده کند اما...","Story of a little boy who wants to make his grandmother's wish, which is to visit Imam Reza's shrine, come true, but...",8,2011,Drama,78
https://www.imvbox.com/watch-persian-movie-iranian-movies/nane-noqli-nane-noghli,Nane Noqli,Nane Noghli,ننه نقلی,فیلم کودکانه ننه نقلی داستان کودکانی هست که همراه مربی خود به شمال کشور سفر میکنند و مربی در طول راه داستان ننه نقلی و کدو قلقله زن را تعریف می کند.,The story is about the journey of a few kids and their teacher to the north of the country. The kids ask their teacher to tell them a story during the drive and the teacher tells the story of sweet granny and rolling pumpkin.,8,2011,Family,89
https://www.imvbox.com/watch-persian-movie-iranian-movies/amphiboius-do-zist,Amphibian,Do Zist,دو زیست,,,8,2011,Action,84
https://www.imvbox.com/watch-persian-movie-iranian-movies/criminal-mojrem,Criminal,Mojrem,مجرم,"هاشم، که جیگرکی دارد، مرد لوطی مسلکی است و هوای هم محله ای ها را دارد؛ منتها به سبک خودش. هر جا دعوایی باشد، هاشم هم وارد می شود و قضیه را تمام می کند. اما هاشم گروه دوستانی دارد، که خلاف کار هستند تا اینکه کابوسی او را تغییر می دهدهاشم، که جیگرکی دارد، مرد لوطی مسلکی است و هوای هم محله ای ها را دارد؛ منتها به سبک خودش. هر جا دعوایی باشد، هاشم هم وارد می شود و قضیه را تمام می کند. اما هاشم گروه دوستانی دارد، که خلاف کار هستند تا اینکه کابوسی او را تغییر می دهد...","Hashem is a loyal man who has got everyone's back in his neighbourhood, in his own way. Whenever there is a fight, Hashem will step in to put an end to it. However, Hashem is friends with a group of criminals, until a nightmare changes him...",6.3,2011,Drama,87
https://www.imvbox.com/watch-persian-movie-iranian-movies/will-khastan,Will,Khastan,خواستن,"ستاره دختری فقیر است که با مادرش زندگی می کند. او هم درس می خواند، هم کار می کند تا مادر پیرش بیش از حد توانش کار نکند. اما درست روزی که متوجه می شود دانشگاه قبول شده، اتفاقی ناگوار زندگی او و مادرش را به هم می ریزد.",,6.9,2011,Drama,78
https://www.imvbox.com/watch-persian-movie-iranian-movies/trust-tavvakol,Trust,Tavvakol,توکل,,,6.9,2011,Drama,76
https://www.imvbox.com/watch-persian-movie-iranian-movies/the-abandoned-archive-arshive-matrokeh,The Abandoned Archive,Arshive Matrok,آرشیو متروک,قصه مردی که فقط برای سینما زندگی می کرد و با سینما ازدواج کرد. فرزندانش آرشیو هایش بودند و دیگران را در این عشق سهیم می کرد,This documentary propels us back in time to explore the diverse range of archive film collected and maintained in Iran. An archivist takes us on a cinematic journey through his personal collection of film reels.,5.3,2011,Arts & Literature,49
https://www.imvbox.com/watch-persian-movie-iranian-movies/the-licence-gavahinameh,The Licence,Gavahinameh,گواهینامه,آقا میرزا عبدالصمد فراهانی برای دختر مورد علاقه اش که شرط ازدواجش خرید اتوموبیل می باشد مجبور به خرید آن می گردد ولیآقا میرزا عبدالصمد فراهانی برای دختر مورد علاقه اش که شرط ازدواجش خرید اتوموبیل می باشد مجبور به خرید آن می گردد ولی …,He wants to marry a girl and the condition is buying a car but...,8,2011,Comedy,100
https://www.imvbox.com/watch-persian-movie-iranian-movies/together-again-dobareh-baham,Together Again,Dobareh Baham,دوباره باهم,,"A husband and wife meet a wealthy man while looking for a job, after which we are witness to a series of events.Azar needs to make a strange decision amidst the difficult and complex circumstance she is facing….",6.7,2011,Drama,91
https://www.imvbox.com/watch-persian-movie-iranian-movies/clowns-dalghakha,Clowns,DalghakHa,دلقک ها,"كريم و اتابك كه در محله اي در جنوب تهران زندگي مي كنند، با اخراج از كارخانه مجبور به دله دزدي مي شوند و با سرقت هاي كوچك و پرسه زني در خيابان ها زندگي‌شان را مي گذرانند. زماني كه ديگر كارد به استخوان‌شان رسيده و هيچ پولي ندارند، مردي به نام اژدر از آنها دعوت مي كند كه اتومبيلي را بدزدند. غافل از اينكه با قتل يك مهندس انبوه ساز و پخش چند سي دي كه در اتومبيل او پيدا شده، قرار است قتل اين مهندس به گردن كريم و اتابك بيفتد. دو دوست دله دزد، وارد يك بازي سياسي مي شوند كه به هيچ وجه در اندازه آنها نيست. آنها در ميانه يك موقعيت خطرناك گير مي افتند و پس از مدتي به اين نتيجه مي رسند كه خودشان به تنهايي نمي توانند از اين مخمصه نجات پيدا كنند. چون براي‌شان طوري پاپوش دوخته شد كه به اين راحتي نمي شود از آن خلاص شد. آنها با همراهي يك پهلوان قديمي زورخانه به نيروهاي اطلاعاتي نزديك مي شوند و سعي مي كنند مداركي در اختيار آنها قرار دهند كه از خودشان رفع اتهام شود. سرانجام با دخالت نيروهاي مسئول، خلافكاران اصلي لو مي روند و كريم و اتابك كه از اين ماجرا درس هاي زيادي گرفته اند، به يك زندگي سالم و طبيعي باز مي گردند.","Karim and Atabak are the titular clowns in this comedy drama about two friends from the wrong side of town. The pair always manage to get themselves into some sort of trouble, and their quests for a better life often lead to nowhere. However, the duo suddenly find themselves involved in a situation where they realize just how much they need to change their behavior, for the sake of themselves and their friendship. A solidly entertaining piece of work with striking opening visuals.Karim and Atabak who are living downtown of Tehran, are fired and have to go in robbery to live their life wandering in the streets. When they are penniless and have no other choice, a man called Ajdar asks them to steal a car. Ajdar is trying to accuse them of murder of the car owner. The two friends enter a game of politics which does not fit them. They get caught in a dangerous situation and find out that they can not survive without asking help from others A conspiracy is plotted for them in such a way that they can not save themselves. With the help of an old champion they reach some information to be exonerated. Eventually, the authorities interfere and the criminals are arrested. Karim and Atabak who have learned some great lessons from this adventure, return to their simple and honest life.",7.6,2011,Comedy,79
https://www.imvbox.com/watch-persian-movie-iranian-movies/absolutely-tame-is-a-horse-asb-heivane-najibi-ast,Tame as a Horse,Asb Heivane Najibi Ast,اسب حیوان نجیبی است,فیلم اسب حیوان نجیبی است ساخته عبدالرضا کاهانی و با بازی رضا عطاران داستان پلیسی است که سعی دارد از مردم به بهانه های مختلف اخاذی کند و هر کدام از مردم به شکلی مشغول انجام کاری خلاف قانون هستند...,"The story of a ""policeman"" who decides to take advantage of a group of people to the best of his abilities and in his own unique way…",8.7,2011,Comedy,103
https://www.imvbox.com/watch-persian-movie-iranian-movies/dream-interpretation-tabire-khab,Dream Interpretation,Tabire Khab,تعبیر خواب,"قهرمان داستان در جریان یک پرونده سرقت با مشکلات فراوانی دست به گریبان شده و میان دوراهی انجام وظیفه و عمل به قولی که داده، مانده است. او برای انتخاب، زمان چندانی نداشته و باید یکی را انتخاب کندقهرمان داستان در جریان یک پرونده سرقت با مشکلات فراوانی دست به گریبان شده و میان دو راهی انجام وظیفه و عمل به قولی که داده، مانده است. او برای انتخاب، زمان چندانی نداشته و باید یکی را انتخاب کند...",A police officer who has to make a life altering decision at a crosspoint in his life. He's involved with a complicated robbery case without a lot of time to decide right from wrong...,8,2011,Drama,77
https://www.imvbox.com/watch-persian-movie-iranian-movies/deportees-3-ekhrajiha-3,The Deportees 3,Ekhrajiha 3,اخراجی‌ها ۳,"جنگ تمام شده، اخراجی ها و دیگر هم‌رزمانش به شهر برگشتند و هر کس در پی کسب و کاری است، یک برنامه زنده تلویزیونی در تلاش است تا تعدادی از رزمندگان را برای حضور در یک برنامه دعوت کند، شرایط نامساعد حال یکی از هم‌رزمان او را راهی بیمارستان می کند، اما بر اثر حوادثی در سطح شهر دیر به بیمارستان می رسد و تا پای شهادت پیش می رود و این بهانه ای برای حضور همرزمان سابق در بیمارستان می شود که حالا هر یک‌شان و شخصیتی جدید دارند و...","After the war, deportees are sent back home whilst a TV show is interviewing old war veterans.The war has ended and the outcasts and their comrades have returned to the city and each has gone after their own life. A live TV show is trying to invite some of the warriors to participate in a program, the critical condition of one of the brothers-in-arms sends him to the hospital but because of some accidents along the way, he arrives at the hospital late and nearly loses his life and this gives an excuse for the participation of the former comrades in the hospital who now each has a new personality and…",2.5,2011,Comedy,112
https://www.imvbox.com/watch-persian-movie-iranian-movies/self-hitting-khodzani,Self Harm,Khodzani,خودزنی,,The story is about a man who has been released from prison and in order to find his wife and children goes to one of his old friends.,8,2011,Drama,90
https://www.imvbox.com/watch-persian-movie-iranian-movies/mixed-pizza-pizza-makhlout,Mixed Pizza,Pizza Makhlout,پیتزا مخلوط,,"Cousins Manouchehr and Gholam live and work in a pizza shop owned by their friend Haji. When Haji goes on pilgrimage, he leaves his house keys with Manouchehr under instruction to take care of the place while he is away. Manouchehr's wife Elaheh meanwhile works with her sister Elham in a shop that sells wedding dresses, but their employer Molook is threatening to sell the shop in order to pay off the debts of the man who jilted her at the altar. In love with Elham, Gholam agrees to help Manouchehr save the women's jobs by getting Molook to fall in love again, and the men decide to use Haji's empty house as a base of operations while they plan their hilarious campaign.Manochehr and Gholam are two cousins who work at a big pizza shop which is run by Haji. Because these two have no place to live, they spend the night in the shop. Haji wants to go to pilgrimage and gives his house's key to Manochehr for safe keeping and so that he can water the plants, and advices him to go there alone without Gholam. Elaheh and Elham are two sisters who work and live in a bridal shop. Elaheh and Manochehr have been married for seven years but because of the bad economic situation are unable to live together. Gholam is in love with Elham and is supposed to marry her. Gholam and Manochehr gather the leftover pizza pieces everyday and stick them together with cheese and send them to the girls under the name of mix pizza. Molok the owner of the bridal shop and the girl’s boss is a spinster who has failed in her previous marriage. The groom left her at the alter and gotten her in trouble with some overdrawn cheques, and a group of debt collectors keep bothering her and follow her around. Because Molok hates to even look at the wedding dresses and to get the debt collectors to leave her alone, she has no choice but to sell the bridal shop, and it will leave Elaheh and Elham homeless. Because of this, Manochehr tries to save the girls and find a husband for Molok so that her bitter memory is replaced with a sweet one.",3.4,2011,Comedy,75
https://www.imvbox.com/watch-persian-movie-iranian-movies/tehran-secret-mahramaneh-tehran,Tehran Secret,Mahramaneh Tehran,محرمانه تهران,"شهاب برای یافتن دوست دوران کودکی اش فرامرز و کشتن او وارد ایران می شود، پس از این موضوع جریاناتی او را تا کشتن همسرش شهرزاد پیش می برد ولی…",,8,2011,Crime,92
https://www.imvbox.com/watch-persian-movie-iranian-movies/the-private-life-of-mr-and-mrs-m-zendegi-e-khosousi-e-agha-va-khanom-e-mim,The Private Life Of Mr. and Mrs. M,Zendegie Khosousie Agha Va Khanome Mim,زندگی خصوصی آقا و خانم میم,محسن (با بازی حمید فرخ نژاد) که یک مدیر فروش در سطح شهرستان است ارتقا گرفته و به یک مدیر در سطح کشور تبدیل شده است. ولی دغدغه او داشتن همسری نه چندان مدرن است که ممکن است باعث سرافکندگی و تحقیر محسن در بین همکاران پایتخت نشین وی شود.,"Mohsen is improving his business life to higher levels, but when his wife gets involved in the business, he finds it difficult to tolerate the underlying conflicts...",5.5,2011,Drama,79
https://www.imvbox.com/watch-persian-movie-iranian-movies/cursed-sneezed-atsehaye-nahs,Cursed Sneezes,Atsehaye Nahs,عطسه‌های نحس,,,8,2011,Crime,83
https://www.imvbox.com/watch-persian-movie-iranian-movies/you-and-i-to-va-man,You and Me,To Va Man,تو و من,,"Two youngsters are forced to fake that they are engaged but that leads them to more adventures and finally they fall in love for real.Two people (Mohamad Reza Golzar and Elnaz Shakerdost) need to act as each other’s fiance/e for some reasons. But meanwhile, they get involved in some incidents and began to really fall in love with each other…",2.5,2011,Comedy,100
https://www.imvbox.com/watch-persian-movie-iranian-movies/shirin-was-a-canary-shirin-ghanari-boud,Shirin Was A Canary,Shirin Ghanari Boud,شیرین قناری بود,"دختر آرمان‌گرایی است که قصد دارد مشکلات جامعه و مردم را به تنهایی از میان بردارد، به دلیل علاقه به ورزش فوتبال از مدرسه اخراج می‌شود…مدرسه کوهستانی از حد نصاب افتاده است و به زودی تعطیل خواهد شد. اما معلم به دنبال دانش‌آموزان غایب راهی کوهستان برفگیر می‌شود تا دانش‌آموزان خود را بیابد ...","An idealist young girl wants to fix the society's problems by herself, but is expelled from the school because of her fascination with football.In rural heights, a school receives a warrant from the Ministry of Education, stating that if the required capacity is not fulfilled, the school should shut down. The teacher decides to go to the neighboring villages, heights, and forests in person to convince all the parents that is a must for their children to get educated. When he falls ill, his fiancée steps forward to assist him. But everything gets more complicated and eventually one of the students volunteers to take responsibility for keeping classes running smoothly…",8,2011,Drama,91
https://www.imvbox.com/watch-persian-movie-iranian-movies/tajrish-an-unfinished-story-tajrish-na-tamam,Tajrish Unfinished,Tajrish Natamam,تجریش ناتمام,,"Soroor and Amir first met 20 years ago. Since then, she has been widowed and is now the single mother of a child. And he got married. But their friendship has remained.Amir and Soroor are two former students of the Theatre University who meet up again in the new year of 2011 after twenty years...",5.1,2011,Romance,80
https://www.imvbox.com/watch-persian-movie-iranian-movies/snow-on-a-hot-tin-roof-barf-rooye-shirvani-dagh,Snow on a Hot Tin Roof,Barf Rooye Shirvani Dagh,برف روی شیروانی داغ,فیلم دربارهٔ فردی مشهور است که با مرگش اثری رازآلود از او به جای می‌ماند که پرسش‌هایی را در ذهن نزدیکان او رقم می‌زند. تنها راه رسیدن به آرامش قبلی رمزگشایی از این موضوع است.,"By the time of a famous poet's doubtful death, his last poem is found. The indication of its code would help to find out about the mysterious parts of his life and death. Any of his relatives is trying to do so in order to achieve the truth.But all these attempts will result in misunderstanding within them and with their past relationship with the poet.The film is about a famous man who has left a mysterious work with his death that creates questions in the minds of his relatives. The only way they can find peace is to solve this mystery...",5.6,2011,Drama,90
https://www.imvbox.com/watch-persian-movie-iranian-movies/naive-sadeh-del,Naive,Sadeh Del,ساده دل,"لی که به تازگی مغازه ای را خریده و قصد دارد با راه انداختن یک مکانیکی بار زندگی خانواده اش را به دوش بکشد ، با توطئه دختری جوان روبرو می شود که قصد دارد با در آوردن مغازه از دست علی ، طلاهای دزدیده شده ای را که پدرش چندین سال پیش آنجا پنهان کرده ، بدست آورد . اما درگیر داستانی عاشقانه می شود و …",,8.6,2011,Comedy,102
https://www.imvbox.com/watch-persian-movie-iranian-movies/one-of-us-two-yeki-az-ma-do-nafar,Principles,Yeki Az Ma Do Nafar,یکی از ما دونفر,,"The film is a love story of two architects who come from two different worlds and worldviews are different and thought-provoking.Sara has returned from America after finishing her studies in architecture and goes to a company for hiring. The manager of this company is Babak. Babak gets aware of Sara’s engagement being fallen apart and takes her to his office to attract her like all the other girls. But Sara is a different girl and is very serious in preparing a festival from areas of Iran besides a historical site. Babak’s different and repetitive tactics has no effect on her. The hiring of Mehrdad, Sara’s childhood friend causes problems for both of them and somehow leads to Mehrdad getting fired because of Babak’s jealousy. Sara is able to replace the festival’s tent after it catches fire with a fire retardant one but quits immediately because of the fight between Mehrdad and Babak and her hidden feelings toward Babak. The next day when Sara comes to settle her account with the company, Babak does not let her leave and Sara jumps from a balcony and is seriously injured. Four or five years later, Sara and Babak see each other again in a historical building. Babak confesses that he loves Sara but Sara says nothing of her love. While leaving the place, Babak follows Sara’s car...",8,2011,Drama,87
https://www.imvbox.com/watch-persian-movie-iranian-movies/the-maritime-silk-road-rah-e-abi-e-abrisham,Maritime Silk Road,Rahe Abie Abrisham,راه آبی ابریشم,,"A young student of Shiraz university joins Captain Soleiman on a maritime journey to China in 11th BC.An Iranian captain decides to take the valuable cargo of merchants to China through Indian ocean for the first time, and during this journey, they face many different accidents and…",6,2011,Action,111
https://www.imvbox.com/watch-persian-movie-iranian-movies/recipient-girandeh,Recipient,Girandeh,گیرنده,"قرار است رئیس جمهور از شهری کوچک (جاروف) که مشخص نیست در کجای ایران قرار دارد، بازدید کند. به این علت اکثر مردم شهر شروع به نوشتن نامه برای رئیس جمهور می کنند و مشکلات خود را در نامه توضیح می دهند. داستان از جایی شروع می شود که هیئت دولت و مقامات پس از بازدید از شهر می روند و یک محموله نامه پس از رفتن رئیس جمهور و همراهانش به فرمانداری می رسد و چون قرار است رئیس جمهور در همان روز از طریق فرودگاه به تهران بازگردد. ولی شخص با نفوذی بعلت اینکه منافع شخصیش با رسیدن نامه ها به دست رئیس جمهور در معرض خطر قرار می گیرد برای رسیدن نامه ها مانع تراشی می کند …",The president is visiting a small city in Iran. Many people write letters to the president complaining about their problems.,6,2011,Drama,90
https://www.imvbox.com/watch-persian-movie-iranian-movies/without-farewell-bi-khodahafezi,Without Farewell,Bi Khodahafezi,بی‌خداحافظی,فیلم داستان سه جوان را روایت می‌کند که هر کدام برای رسیدن به هدفی از بندرعباس عازم تهران می‌شوند.,"Three young men who come to Tehran from Bandar-Abbas, each with different reasons and goals for coming...The story of three youngsters who each for a reason comes to Tehran from Bandar Abbas.",5.3,2011,Drama,90
https://www.imvbox.com/watch-persian-movie-iranian-movies/happiness-of-life-shadihaye-zendegi,Joys of Life,ShadiHaye Zendegi,شادی‌های زندگی,"""محمد علی "" پاسبان وظیفه شناسی است. او در محل تازه ماموریتش با دزد زیرکی به نام "" رضا"" درگیر است غافل از اینکه رضا و خانوادهاش با آنها مراوده دارند و برادر اوست که خواستارخواهرش شده و قرار ازدواج گذاشته اند. سرانجام پس از ماجراهایی در مجلس عقدکنانرضا و محمدعلی روبروی هم قرار میگیرند و محمد علی، رضا را گرفتار می کند اگر چه مراسم ازدواج ادامه دارد ولی پاسبان چون باید وظیفهاش را انجام دهد ،رضا را تحويل زندان میدهد .","Mohammad Ali is a loyal policeman. In his new mission, he goes into a fight with a cagy thief called Reza unaware of the fact that Reza and his family are in touch with his family, and that Reza's brother is going to marry his sister. Finally, Reza meets Mohammad Ali at the wedding ceremony, and is arrested by him. Although the ceremony continues, the policeman has to do his duty so he hands over Reza to prison.",4.5,2011,Comedy,87
https://www.imvbox.com/watch-persian-movie-iranian-movies/misplaced-ja-be-ja,Misplaced,Ja Be Ja,جا به جا,,"The story of a person who is displaced as of a war commander, and it causes some incidents in his life.",8.1,2011,Comedy,90
https://www.imvbox.com/watch-persian-movie-iranian-movies/romantic-nostalgia-deltangihaye-asheghaneh,Romantic Nostalgia,DeltangiHaye Asheghaneh,دلتنگی‌های عاشقانه,داستان زندگی شهید سید منوچهر مدق و فرشته ملکی (همسر شهید) را نشان میدهد که هنگام بازگشت از ماه عسل متوجه می شوند نیروهای عراقی به ایران حمله کرده اند...,"During a demonstration, with the assistance of a man named Manouchehr, Fereshteh succeeds to get rid of the security forces. After victory of the revolution, they accidentally meet each other and consequently get married despite disagreement of Fereshteh's family. Coming back from their honeymoon, they are encountered with a new situation that the men of the country should go to the war.",4.8,2011,Drama,86
https://www.imvbox.com/watch-persian-movie-iranian-movies/three-people-on-the-line-se-nafar-rouye-khat,Three People on the Line,Se Nafar Rouye Khat,سه نفر روی خط,"زنی که در یک خانواده اشرافی زندگی می کند، عاشق راننده خانواده میشود و شوهر درصدد برمی آید که راننده را از سر راه زن دور کند. پس از درگیری های بسیار میان راننده و شوهر، هر دو نفر پی میبرند که زن به هیچیک از آنها علاقمند نبوده و قصد داشته است که از آنها سو استفاده کند! هر دو مرد ، زن را رها می کنند و هر یک به سویی می روند.","A woman living in an aristocratic family falls in love with the chauffeur of the family, and the husband seeks to get him out of the way. After some struggles between the chauffeur and the husband, both men realize that the woman was not interested in any of them and intended to abuse them. Both men abandon the woman and leave her on her own...",4.5,2011,Comedy,87
https://www.imvbox.com/watch-persian-movie-iranian-movies/requirement-of-marriage-sharte-ezdevaj,Requirement of Marriage,Sharte Ezdevaj,شرط ازدواج,"فیلم شرط ازدواج ، دختر و پسری را روایت می کند که پدرانشان شریک بودند ، آنها به گونه ای وصیت کردند که پس از ازدواج هر یک از وراث ، سهم الارث آنها پرداخت شود . عموی پسر که چشم به مال برادرزاده اش دارد وصیت نامه را به گونه ای دستکاری می کند که برادرزاده اش برای دریافت سهم الارث خود مجبور به ازدواج با دختر عمویش شود اما ……",,8,2011,Comedy,90
https://www.imvbox.com/watch-persian-movie-iranian-movies/darya-kenar,Daryakenar,Daryakenar,دریاکنار,این فیلم یک ملودرام اجتماعی با زمینه های حادثه ای و دلهره آور است که داستانی طنز و عاشقانه دارد و با محوریت صفت اخلاقی مذموم غیبت شکل می گیرد و …,A melodrama with hints of comedy and romance with a bigger message around morals...,5,2011,Comedy,90
https://www.imvbox.com/watch-persian-movie-iranian-movies/near-the-highway-havalie-otoban,Around the Highway,Havalie Otoban,حوالی اتوبان,داستان زوج جواني است كه با ورود زني ميانسال زندگي شان دستخوش تغيير مي شود.,"Pasha and Sima are a young couple who believe their lives are going nowhere. When they encounter Pardis, a middle-aged woman on the highway out of Tehran, they realise this chance meeting could bring about a dramatic change in their future. A beautiful and emotive film about two sets of people who have come to a crossroads, both literally and metaphorically.The movie narrates the story of a young couple whose life undergoes some changes as a middle-aged woman comes through their life.",5.3,2011,Drama,94
https://www.imvbox.com/watch-persian-movie-iranian-movies/blood-orange-porteghal-khooni,Blood Orange,Porteghale Khooni,پرتقال خونی,,"Vala is on the verge of separating from his wife when he meets Termeh, a young girl who comes to redesign his office. Against his better judgement, he starts developing feelings for her. As he has endured difficult relationships in the past, Vala is very cautious about moving forward his affair with Termeh. But then photographer Siavash arrives on the scene and Vala realises the time has come: he must choose a future for himself and Termeh or run the risk of losing her forever.Vala Radmanesh is divorcing his wife; meanwhile, a young woman named Termeh has come to design the interior of his office, and little by little, their acquaintanceship turns into a romantic relationship. Vala who has been hurt by marriage before is very cautious and jaded about this relationship, till a man named Siyavash enters Termeh’s life and…",4.3,2011,Drama,102
https://www.imvbox.com/watch-persian-movie-iranian-movies/story-of-pariya-ghesseye-pariya,Fairy Tale,Ghesseye Pariya,قصه پریا,حدیث مسرور در لابلای خاطرات پسر عموی خود سیاوش مسرور با دختر جوانی مواجه می شود که زندگی هر دوی آن ها را دستخوش تغییر قرار می دهد.,Hadis Masroor comes across a young woman within her cousin’s - Siavash Masroor - diaries that changes both their fates…,5.1,2011,Drama,107
https://www.imvbox.com/watch-persian-movie-iranian-movies/network-shabakeh,Network,Shabakeh,شبکه,این فیلم درباره انتشار فیلم های خصوصی افراد است و اتفاقاتی پیرامون این موضوع را به تصویر می کشد.,,8.1,2011,Crime,108
https://www.imvbox.com/watch-persian-movie-iranian-movies/see-you-tomorrow-elina-farda-mibinamet-elina,See You Tomorrow Elina,"Farda Mibinamet, Elina",فردا می بینمت الینا,,"My daughter, “Baran”’s childhood in the 1980s coincided with the Iran-Iraq war and the bombardment of large Iranian cities such as Tehran. Terrifying sleepless nights were followed by the next morning’s involvement in daily life which had to go on. Every morning when I took Baran to nursery school I used to wonder how the kids could bear this amount of stress during the day and the hours that they are away from us parents. The curiosity stayed with me for years for knowing what effects will the reflection of social circumstances have on children, and how “Mahnaz”, the caring principal of the nursery school would answer the endless questioning by children who don’t know the meaning of violence. In February 2011, after twenty odd years, I went to see Mahnaz and her nursery school with my camera. These days happened to coincide with the Iranian people’s demonstrations against the presidential election results of 2010 and the children who witnessed the violence and clashes of those days. Website: karafilm.ir",8.5,2011,Human Interest & Society,52
